0,48121
1,11753
2,11753
3,26063
4,14824
5,43087
6,49515
7,14824
8,12285
9,12311
10,25589
11,32294
12,11058
13,13833
14,18165
15,37476,18165
16,46760
17,12580
18,39987
19,37897
20,13416
21,24076
22,24076
23,24076
24,37476,18165
25,19209
26,24076
27,31767
28,32151
29,36362,46081
30,26664
31,46760
32,18165
33,46760
34,46760
35,37480,46760
36,14044
37,18165
38,24076
39,18165
40,46760
41,44090
42,2182
43,242
44,45125
45,770
46,35790
47,4825
48,33763
49,33763
50,13862
51,46760
52,21886
53,27590
54,21741
55,33769
56,3524
57,37476,18165
58,16544
59,14466
60,33763
61,39451
62,3963
63,39987
64,44102
65,28800
66,45900
67,4450
68,33307
69,21741
70,37476,46760
71,12310,33751
72,46760
73,31767
74,12580
75,32576
76,33307
77,49918
78,24076
79,24076
80,8092
81,8092
82,33307
83,303
84,18165
85,33763
86,44092
87,36026
88,25712
89,37476,18165
90,44102
91,39987
92,38972
93,29223
94,12579
95,38972
96,36460
97,24076
98,24076
99,41242
100,24076
101,2129
102,44090
103,41242
104,29223
105,29385
106,104
107,15716
108,48361
109,27938
110,3963
111,41342
112,23517
113,22088
114,23518
115,46184
116,673
117,28214
118,678
119,19382
120,36230
121,40775
122,17459
123,46608
124,19564
125,19890
126,20239
127,24563
128,24563
129,24563
130,22794
131,35631
132,42117
133,34102
134,49234
135,11477
136,31624
137,31932
138,33063
139,34612
140,31624
141,24563
142,47034
143,49220
144,17127
145,27973
146,9276
147,26933
148,26938
149,46484
150,33799
151,11484
152,18309
153,34330
154,27601
155,18165
156,25660
157,46760
158,44102
159,8475
160,8475
161,29770
162,6843
163,49723
164,17955
165,39987
166,45980
167,29770
168,18165
169,4450
170,39515
171,18165
172,37476,18165
173,24076
174,6976
175,39987
176,384,9273
177,301
178,30116
179,24076
180,24076
181,24076
182,12579
183,17635
184,29770
185,384
186,192
187,36038
188,38972
189,25277
190,20010
191,39474
192,301
193,15751
194,36754
195,873
196,3217
197,46760
198,44092
199,37340
200,37340
201,22088
202,11078
203,37930
204,24076
205,24076
206,1710
207,12580,35319
208,3939,3102
209,18165
210,37171,5815
211,716,44102,25660
212,34330
213,14390
214,24076
215,21644
216,402
217,12579
218,19313
219,27590
220,12579
221,20688
222,20688
223,20688
224,24076
225,37424
226,24076
227,46760
228,37476,18165
229,41556
230,39628
231,37407
232,24076
233,29770
234,24076
235,49723
236,125
237,120
238,27938
239,37476,33763
240,14390
241,242
242,402
243,49723
244,24888,35326
245,32151,36457,12912
246,16377
247,37984
248,49566
249,24076
250,24076
251,24076
252,12225
253,38972
254,39987
255,17700
256,49267
257,35242
258,43119
259,18863
260,24074,11284
261,41175
262,49705
263,18165
264,24076
265,18165
266,1073
267,11753
268,17955,20763
269,37476,46760
270,14390
271,44044
272,12075
273,29842
274,17211
275,22920
276,42312
277,25879
278,30048
279,33334
280,49578
281,38972
282,3546
283,28878
284,25722
285,38972
286,673
287,14390
288,46760
289,24076
290,24076
291,24076
292,18165
293,48193
294,48194
295,39987
296,42597
297,24076
298,19122,46081,2167,2791,14495
299,30138
300,28878
301,28878
302,48692
303,33771
304,21741
305,15947
306,44340
307,11484
308,11732
309,42117
310,12540
311,13301
312,13563
313,30851
314,14040
315,14499
316,14532
317,13940
318,15041
319,15870
320,28614
321,17700
322,18589
323,19505
324,19516
325,49219
326,20054
327,20096
328,20301
329,21333
330,48189
331,22645
332,22681
333,22825
334,44786
335,24329
336,27984
337,43903
338,24961
339,12515
340,38460
341,25740
342,27590
343,47272
344,26890
345,7167
346,27286
347,37215,27876
348,28035
349,28072
350,45289
351,30227
352,31105
353,47265
354,31613
355,31633
356,32022
357,32100
358,32444
359,32842
360,35557
361,32909
362,33280
363,34612
364,25006
365,30589
366,35698
367,36228
368,39924
369,12838
370,39309
371,20290
372,22681
373,49267
374,47053
375,24656
376,40055
377,40513
378,42104
379,42779
380,42798
381,42815
382,44786
383,44055
384,44090
385,36896
386,47272
387,34446
388,47491
389,48647
390,48658
391,48662
392,48687
393,14440
394,49106
395,49111
396,49205
397,49469
398,49563
399,26180
400,12769
401,12878
402,36230,36232
403,3189
404,6568
405,33763
406,48043
407,41890
408,38122
409,33763
410,23420
411,39987
412,37977
413,24076
414,24076
415,24076
416,18861
417,8114
418,42117
419,18165
420,30667
421,402
422,36362
423,36362,12912
424,36362
425,18165
426,33307
427,25712
428,13862
429,19220
430,49723
431,34346
432,19406
433,22088
434,36457
435,49723
436,38972
437,44090
438,3227
439,3217
440,24076
441,531
442,24076
443,24076
444,33799
445,19344
446,24076
447,24076
448,24076
449,39987
450,48692
451,24076
452,24076
453,24076
454,3553
455,3217
456,29223
457,3102
458,8114
459,1890
460,12878
461,301
462,19182
463,3114
464,3114
465,3114
466,125
467,120
468,467
469,21886
470,21888
471,38737
472,45139
473,29223
474,10606
475,24076
476,3546
477,33763
478,18165
479,24076
480,24076
481,24076
482,24076
483,24076
484,37476,18165
485,44092
486,33307
487,8200
488,24076
489,24076
490,24076
491,24076
492,22088
493,12561
494,37476,18165
495,33763
496,3567
497,37224
498,34529
499,36038
500,19382
501,14390
502,44855
503,24076
504,24076
505,24076
506,11406
507,6137,25660
508,29223
509,19890
510,10606
511,12579
512,46760
513,19344
514,37476,18165
515,38959
516,8477
517,24076
518,8477
519,25660
520,37476,18165
521,43119
522,46760
523,714
524,39987
525,42117
526,18165
527,38972
528,33763
529,37171
530,12897
531,21642,2129
532,2129
533,25712
534,301
535,38972
536,40513
537,8967
538,27730
539,46760
540,36457
541,39451
542,16128
543,19344
544,19344
545,42224
546,36230
547,19344
548,18165
549,46081,2791
550,3546
551,19344
552,8956
553,40513
554,21225
555,21225
556,36038
557,41242
558,16430
559,18644
560,29357
561,20177
562,20177
563,41044
564,44102
565,41242
566,21741
567,49723
568,39987
569,9619
570,8956
571,29223
572,242,7969
573,33307
574,39987
575,39987
576,402
577,25712
578,3963
579,33769
580,28322
581,32151,36457
582,3567
583,12579
584,37224
585,34529
586,17518
587,24952
588,26643
589,25798
590,45433
591,12541
592,27794,36362
593,32376
594,27736
595,18165
596,9280
597,9278
598,3963
599,19344
600,18165
601,39987
602,37476,18165
603,18165
604,19344
605,42224
606,36230
607,1593
608,31404
609,26263
610,12912
611,22088
612,21642
613,36362
614,46081
615,384
616,12815
617,20652
618,36896
619,49106
620,301
621,17691
622,301
623,39987
624,384
625,29782
626,18165
627,13851
628,15461
629,678
630,673
631,11480
632,11480
633,11480
634,24076
635,21642
636,3753,27615
637,46081
638,29373,47282
639,12911
640,18165
641,49296
642,39987
643,46871,25660
644,30993,37171
645,24076
646,46081
647,37171,12784
648,17653,36457
649,24076
650,4760,29770
651,4760,29770
652,45867
653,8092
654,3546
655,29223
656,10656
657,37918
658,18165
659,48305
660,39515
661,32868
662,49723
663,45909
664,46760
665,5087
666,33763
667,24076
668,17955
669,24076
670,29770
671,19382
672,36038
673,28878,36232
674,301
675,8563
676,14600
677,19564
678,19890
679,20239
680,12753
681,14097
682,33208
683,35164
684,13940
685,43903
686,42104
687,24585
688,49723
689,33763
690,25259
691,44090
692,4684
693,46184
694,32868
695,18165
696,25712
697,8956
698,17955,11284,20763
699,33763
700,16640
701,48227,37270
702,18165
703,22480
704,22480
705,13744
706,37476,33763
707,18165
708,20735
709,21225
710,47074
711,7969
712,44102
713,46081,2167,2791
714,402
715,8817,29770
716,3963
717,46760
718,46760
719,33763
720,21741
721,44092
722,34529
723,18165
724,41342
725,15263
726,18624
727,20231
728,39924
729,27631
730,31854
731,38330
732,39884
733,40582
734,40631
735,40630
736,41252
737,43611
738,47180
739,48461
740,38972
741,17183
742,4450
743,21741
744,29770
745,44102
746,41395
747,49723
748,37476,18165
749,37171
750,24076
751,24076
752,12784,34956
753,16704
754,7174
755,43919
756,18165
757,44092
758,46081,2167,2791
759,25069
760,44102,8477
761,19344
762,19173
763,49723
764,46760
765,44092
766,759
767,12579
768,19382
769,19890
770,28878
771,38972
772,21225
773,22662
774,18589
775,19564
776,778
777,27160
778,42117
779,34997
780,47034
781,48162
782,14069
783,27590
784,39373
785,41279
786,44090
787,12103
788,45980
789,22005
790,13041
791,13041
792,13041
793,13041
794,3227
795,25712
796,3217
797,12579
798,28878
799,3546
800,24076
801,21803,30351,36362
802,21803,36362
803,46760
804,36457
805,19901
806,39987
807,39987
808,37476,46760
809,20716
810,18165
811,678
812,10092
813,18861
814,29223
815,7013
816,14824
817,15098
818,48577
819,18217
820,49514
821,43087
822,42052
823,11560
824,47605
825,13833
826,31455
827,11753
828,39413
829,18165
830,25712
831,8956
832,19122,34926
833,14431,13214
834,13214
835,36362,44102
836,33065,41077
837,16430
838,13302,25712
839,2860
840,33769
841,38300
842,41242
843,29223
844,33763
845,45751,21642
846,19890
847,10606
848,37476,18165
849,26337
850,29223
851,678
852,552
853,30069
854,30663
855,42380
856,15595
857,36965
858,18165
859,37476,33763
860,12026
861,17955,20763
862,30069
863,33825
864,22527
865,49723
866,44102
867,12579
868,19936
869,44102
870,29223
871,3217
872,36038
873,3227
874,3227
875,38972
876,11286,18863
877,16597
878,17030
879,40560
880,41242
881,25712
882,37476,18165
883,34277
884,34330
885,18165
886,33763
887,11334
888,18165
889,18165
890,18165
891,37476,33763
892,678
893,673
894,46760
895,46760
896,46760
897,33763
898,37476,33763
899,11286
900,15250
901,24937
902,36460
903,120
904,8114
905,49723
906,21803
907,10606
908,19890
909,29223
910,48162
911,22588
912,24076
913,19734
914,25712
915,18167
916,41342
917,31482
918,19122
919,127
920,29223
921,37476,18165
922,36457
923,41242
924,18165
925,37270
926,48825
927,42092
928,37476,18165
929,22088
930,26116
931,24076
932,24076
933,11286
934,11286
935,11284
936,11284
937,11284
938,46760
939,49723
940,46081
941,49723
942,41225
943,21803
944,48078
945,46760
946,38300
947,23420
948,19122,36470
949,5241
950,21642
951,24102,44102
952,17955,20763
953,18165
954,46081,2167,2791
955,4825
956,37918
957,120
958,3217
959,37476,18165
960,3546
961,33763
962,24888
963,46760
964,49211
965,46760
966,44092
967,16583
968,37171
969,49723
970,44090
971,3753
972,14761
973,20545
974,301
975,13862
976,13862
977,13862
978,13862
979,43119
980,32151
981,18165
982,44159
983,33763
984,18167
985,14418
986,24076
987,41242
988,1527,39328
989,18165
990,22088
991,45101
992,49723,23832,23391
993,38301,37270
994,4757
995,12561,32029
996,49723,22088
997,18165
998,32440
999,36457
1000,27794,46081,2791
1001,19579
1002,32411
1003,45980
1004,552,34190
1005,11038,18282
1006,49723,16818
1007,19122
1008,44102
1009,42431
1010,12580
1011,33763
1012,37476,18165
1013,3227
1014,37476,18165
1015,33763
1016,3217
1017,17758
1018,38737
1019,41886
1020,48372
1021,3227
1022,33763
1023,25660
1024,1921
1025,29121
1026,36380
1027,35319
1028,46081,16784
1029,49414
1030,37480,46760
1031,19122
1032,49723
1033,49723
1034,21619
1035,46187
1036,18165
1037,19173
1038,25660
1039,46760
1040,24076
1041,24076
1042,44102
1043,24076
1044,24076
1045,24076
1046,49723,28326
1047,46760
1048,12269
1049,33065
1050,24076
1051,37424
1052,37424
